texts,class
ศิลปะการปะถนนของประเทศเรานั้นต้องขอบอกว่าไม่แพ้ชาติใดในโลกครับ??????,0
หืมมมมมม!!รถก็แน่นถนนคนก็แน่นป้ายรถเมล์น้ำก็ท่วมขังชีวิตสโลไลฟ์มากๆ,0
จบทริปหยุดยาว_ด้วยติดยาวสนุกจังแล้วมาติดอยู่บนถนนด้วยกันอีกนะคะ,0
อุ้ยวิ่งรอบถนนโรงเรียน3รอบชิวมากเล้ยยยย,0
ตกร่องพอดีมีถนนกับน่าจะเป็นคันนารองรับแตกแรงยังรู้เลยว่าบารมีท่านพ่อคล้าย,0
อัลฮัมดุลลิละห์ถึงที่หมายอย่างปลอดภัยบนถนนเหมือนไม่ใช่ถนนรถเยอะมาก,0
ทำมาหากินต่อปายยยยยย!!!วันนี้ขายของถนนคนเดินมฟลเน้อจ้าวววววหวยก่ะบะถูกกิ๋นจิ้นดีกว่าอั้ยคึ!,0
ปะแอ่วถนนคนเดิน^^,0
โดดเด่นเป็นขยะชิ้นเดี่ยวๆบนขอบถนนที่บาเซิลสงสัยคนสวิสเพิ่งไปเที่ยวไทยแล้วติดกระเป๋ามาเลยโยนทิ้งไว้....ชุ่ยแบบนี้ฝรั่งแน่นอน,0
หมีตื่นเช้าเพื่อมาใช้ชีวิตในรถเมล์อยุ่บนถนนลาดพร้าวเป็นถนนที่โด่งดังในเรื่องของความชิวล์(รถไม่ติดอากาศดีผู้คนน่ารักมีแลนด์มาร์คเป็นเดอะฟาด8เมล์นรก),0
คนจนอย่างเราขึ้นรถเมย์กินข้าวข้างถนนเสื้อผ้า69บาทกินกาแฟ7-11จะมีใครสนใจจะมีใครรักเจียมตัวเถอะนะเรา(น้อยเนื้อต่ำใจ)555,0
อะไรที่จะแก้ไขคำว่าพะเยาเมืองผ่านงั้นแก้ไขทุบถนนที่เดินทางง่ายๆออกแล้วตั้งด่านเยอะๆให้จอดตลอดทางมันเป็นแนวคิดพะเยาเมืองต้องผ่าน,0
บ้านพี่เจริญแล้ว..ถนนราดยางราดไปยันประตูบ้าน..จะเปิดประตูทีต้องระวังรถเฉี่ยวหัว..,0
คนที่ไม่ได้ทำงานวันจันทร์นี่น่าสงสารมากเลยคงไม่มีโอกาสได้สัมผัสสภาพท้องถนนบนกทม.ที่โล่งสบายชิวอะไรขนาดนี้น่าสงสารจริมๆ,0
กฎหมายมึงนี่เคร่งครัชมากครับอยากให้ตำรวจเคร่งครัชแบบนี้ทั้งประเทศบ้านเมืองจะได้สงบสุข,0
เปิดประตูไปดูถนนเจอคนเป็นหมื่น??????ดอกไม้ของใครคนอื่นก็มาก็ไปไม่รู้ไม่ชี้??คิ้วสวยอะไรเบอร์นั้น,0
ของพี่มีนิดเดียวพี่ส้มได้กล่าวไว้,0
เราไปดูงานว่าเมืองไทยมีหิมะต้องทำอะไรในอนาคต......,0
ก็นั่นล่ะฮะทั่นผู้ชม...[น่าเสียดายถ้าถีบแรงอีกหน่อยรถเก๋งคว้ำแล้วนะเนี๊ยะ,0
ดีเนอะคนบางคนเดินข้างถนนก็ได้เพื่อนใหม่ละกูนี่...อยู่ในชุมชนแออัดยังไม่รู้จักซักคน.ด้วยการแเดกวนไปอีก,0
แซวคนพิการแถมมาหาเรื่องคนพิการถึงหน้าร้านละก็ฆ่าคนพิการค่ะคุณเก่งมากใจเด็ดจริงๆเลือดนักสู้อยู่ในตัวคุณเยอะมากเลยค่ะ!!,0
สารคามแดนฝุ่นแห่งทุ่งทะเลทรายมมส.เปิดใหม่ใจกลางภาคอีสานแล้ววันนี้.จะเป็นภูมิแพ้แล้วหนิ,0
เจ้าหน้าที่บ้านเขาดูเลวร้ายเนอะสู้บ้านเราไม่ได้เจ้าหน้าที่แม่งโคตรดีวิสัยทัศน์กว้างไกลมือไม้สะอาด,0
งานเข็นรอบเย็นครัช...เข็นไปจนสุดถนนไปกลับ4รอบเเถมเดินวนรอบสนามหมู่บ้าน...ดีค่ะมีความสุข,0
กูไม่ชอบเลยหมีพูไม่ชอบจิงๆน่ะ,0
ประเทศนี้น่าอยู่จังเลย...:,0
ต้องปล่อยให้แม่กูเป็นอย่างงี้ก่อนมั้ง.....ถึงจะมีสิ่งมีชีวิตที่มีหัวใจมาสนใจ(โลกสวยมากูด่ากลับน่ะ!!!),0
อวดแฟนทำเพื่ออะไรเอออวดกันไปเถอะโดนแม่งทิ้งเมื่อไหร่กูจะหัวเราะให้ฟันหักถ้าอยากอวดมากขับรถแห่เลยประกาศไปให้ทั่วท้องถนน,0
สวัสดีเทอมสอง??กระโปรงมันก็จะเล็กลงหน่อยๆ555,0
พี่ขาขาวมากเลยค่ะขนาดยังพับกระโปรง,0
อยากได้กระโปรงนักเรียนแบบยาวลากพื้นอ่ะจะได้ไม่โดนทำโทษ5555????,0
ปั่นกระแสจังเลยรู้ดียังกับมาเรียนที่นี้อยากเห็นหน้าแอดมินจะได้ขอลายเซ็นนั่งจิ๊บกาแฟเบาๆ,0
กระโปรงกางเกง100.-รวมส่ง,0
ผ้าคลุมผมสีขาว.....กับ.....กระโปรงยาวดำผ่าหลัง!!!สวยมากกกกก,0
เสื้อพละ+กระโปรงนักศึกษา=เข้ากันมากค้าาาาา!!!:/,0
..เจ้!!จับหนูใส่กระโปรงไม่ดูเลยนะยิ่งเรียบร้อยๆเมิ้ลผญ.ทั่วไปยุ่ว,0
กระโปรงเนตรนารียาวมากกก????,0
เรียนลูกเสือสนุกจิง..,0
.อาจารย์บอกรุ่นพี่ต้องเป้นแบบอย่างที่ดีให้รุ่นน้อง...คือกระโปรงนักศึกษาเสื้อนักศึกษารองเท้าคัชชูถูกระเบียบเพ555,0
วันนี้คือแบบดี๊ดีกระโปรงก็หลวมรถก็ไม่มารับ????คือแบบดี๊ดี,0
ความรู้สึกแม่งเหี้ยถ้าไม่เหี้ยจิงกูคงไมใส่กระโปรงออกบ้านหรอก.,0
กระโปรงนักเรียนบานดีช๊อบชอบบบบบบ,0
ตายายบอกว่ากระโปรงอ่ะมันยาวไปเอาให้มันเห็นตรูดไปเลย,0
"ไม่ยกแบตเตอรีไปเลยล่ะ""คนเราสมัยนี้นี่นะเล็กๆน้อยๆก็เอาหมด",0
จารบอกกระโปรงสั้น..โถ่ววว!!!พุ่งนี้จะใส่ผ้าถุ่งมาเรียนเเระกัน.,0
ไม่น่าเกิดมาอ้วนเลย,0
พึ่งได้รูปทำงานคืนวัน14กุมภาพันธ์??กระโปรงไม่ค่อยสั้นเลยเนอะ??,0
ว้าายย!!กระโปรงกูหลวม,0
ทำบุญแต่งตัวให้เรียบร้อยกระโปรงกูนี้ยาวจนลากพื้น55555,0
กระโปรงเนตรนารีสั้นไปนะ,0
ซึ้งง้าาาเพื่อนซื้อกระโปรงมาให้2ตัว,0
เพื่อนแซวกระโปรงนักเรียนมึงสั้นไปมั้ยนก555555ตั้งแต่เรียนมาเพิ่งเคยใส่ยาวเลยเข่า??????ตั้ลล้าคคคค??,0
>คอยดูรูปโปร..กระโปรงจะสั้นคอยดู>:)>:),0
วันนี้โดนเพื่อนด่าว่าแรดทั้งวันโล๊ยยยโทษฐานใส่กระโปรงสั่นเกิ๊นนน,0
??วันนี้ใส่กระโปรงไปเรียน;)?????,0
ไม่น่าใส่กระโปรงมันลำบากต่อการใช้ชีวิตมากเลยน่ะ,0
ฝนตก>>ยืนหน้ารร.ครึ่งชม.>>กระเป๋าเป้+กระโปรง+เสื้อ+รองเท้าเปียกหมด!!!รู้สึกดี-..-,0
ถ้าจะเลื่อนไปเรื่ิอยๆแบบนี้ก็ยาวไปปี2570เลยค่ะ,0
“เหมือนมากอย่างกับโคลนนิ่ง”,0
นี่ถ้าที่กินๆทุกวันเป็นวิตามินหรือยาลดความอ้วนนะคิดว่าตัวเองคงผอมสวยเลยอ่ะ????,0
เเฟนเเอคทุกคนกับชางบินน่ารักมากค่ะหยอดทุกคนมีเราคนเดียวค่ะที่ตีกับนางขอบคุณค่ะรู้สึกดีใจ,0
พี่มาร์คเป็นแบบนี้น่ารักจัง????พ่อ:ได้เกรดเท่าไหร่พิ้ง:3.35พ่อ:เทอมที่แล้วได้เท่าไหร่พิ้ง:3.51พ่อ:แสดงว่าเรียนเก่งขึ้นสิ-___-,0
ยงกุกไม่เห็นสดใสเลย??????เล่นเกมส์ทำไมหน้าอมทุกข์จังหึหึ,0
วงกูมีคิซซึครบทุกคนควรดีใจม่ะไหนๆก็ไหนๆเมนคะปิดท้ายสักหน่อยนะจัดหนักๆไปเลยยยย,0
ตื่นเช้ามาก็ปวดแขนเลยสัสโดนทำโทษลืมเอากระเป๋าปากกามาปากกาเพื่อนแต่ละคนก็ดีดีทั้งนั้น,0
หลีดสนุกกว่าชาวบ้านเค้าด,0
ขายใบล่ะ1000ครับถูกๆพอดีติดธุระจับมือต่อไม่ได้เป็นบัตรเพื่อนฝากมาขายต่อครับราคาย่อมเยาว์,0
นี่ก็ยังคิดนะถ้าวันนั้นได้เลือกตั้งวันนี้คงไม่มีค้ามนุษย์..,0
ไฟนอล15ที่แท้จริงเพิ่งวางขายค่ะก่อนหน้านี้แค่เนื้อเรื่องกากๆ,0
นี่เป็นหนังสือที่ขยันรีแพคเกจมากค่ะเปลี่ยนปกมาขายบ่อยมากเว่อมีประมาณร้อยปกได้5555คือติ่งนะแต่ถ้าซื้อหมดนี่ไม่ใช่แค่หมดตัวที่เก็บก็คงไม่มี,0
ประวัติศาสตร์กับภาษาไทยมาอยู่ด้วยกันเยี่ยมจริง,0
ขอบใจที่ยังเห็นกูสำคัญอยู่,0
ขอบคุณที่ไม่มีใครมาคุยกับกู!!!,0
โคตรยอดเยี่ยมเลยว่ะ,0
การผอมว่ายากแล้วมีผัวยากยิ่งกว่า!_!,0
ทำไมไม่แจก3เม็ดอ่ะจะได้มาเติมเศษ7ของเรา55555,0
เดี๋ยวบอกคนอื่นก่อนแล้วจะบอกเธอนะ,0
ม่เหนื่อยไม่ง่วงเท่าไหร่หรอก...ดูจากหน้าได้ค่ะ????,0
คุยกับหญิงแล้วไม่ได้เรื่อง...งั้นกูจะหันไปคุยกับผู้ชายดูความรักควายๆ,0
หม!!อิเน่ยิ้มหน้าบานเลยย555555แฮปปี้มากกสิยุ่นอะ!!5555,0
เด็กจีนวัย11ตัดนิ้วพ่อดุเรื่องเกมพ่อ,0
กูไม่ส่งงานกได้แต่ถ้ากูติด0.อย่ามาด่ากูก็แล้วกันพ่อ!!!,0
ถ้าแฟนผมป่วยตายกรุณามาจีบผมกันด้วยน้าาาพ่อ,0
วันไหนไม่มีการบ้านกูจะนอน3ทุ่มครึ่งให้ดูพ่อ,0
รุ้เกรดไปซื้อหนังสือเป็นของขวัญตัวเอง3เล่ม,0
พ่อไม่ให้ไปรับพ่อบอกมันดึกกกกครั้งหน้ามา6โมงเช้านะพ่อจะได้ไม่ว่า,0
โกรธพ่อว่ะซื้อคอนแพลคข้าวโพดแบบจืดๆมาบอกให้กินกับนมเดี๋ยวกูแดกเพ็ดดีกรีราดนมแม่งเลย,0
จะเล่นคอมไห้พังไปเลยพ่อ-______-,0
เราก็ง่วงแต่พ่อเราบ่นอยู่เราเลยไม่นอน,0
พ่อไม่ให้ไปคอนงอนพ่อยังไงดี?แค่ทำตัวเป็นเด็กเก็บกดนั่งเงียบๆเหมือนไม่มีวิญญาณไม่พูดไม่จากับใครก็แค่นั้น-_-,0
กูไปยกกระติกน้ำร้อนมาไว้บนห้องก่อนจะต้มมาม่าตอนบอลมา555555,0
ได้เบี้ยค่าแชร์ไปซื้อโทรสับใหม่ดีก่า555,0
นั่งเล่นกีตาร์ดูคลิปตั้งแต่เที่ยงถึง6โมงปวดตาสาส--,0
เดี๋ยวจะเล่นให้ตายคาคอมเลย..,0
ถ้าสมมติวันนี้จะไม่ได้ออกจากบ้านนะ?รับรองเลยเหอะตั้งแต่วันพรุ่งนี้เป็นต้นไปจะออกจากบ้านทุกวันเชอะ,0
อารมณ์เสียกูไม่นอนแม่งเล่นเหมือนเค้าจะรู้--,0
พ่อกะให้กูกินข้าวหมูแดงทุกเช้าวันเสาร์เลยป้ะ?ไม่กินแม่มมม,0
ไม่ได้มาเพื่อมานอนดูฝนจะตกให้ท่วมเลยม่ะ,0
13.00เก้าอยู่พารากอน....แต่แสงวันนี้ถ่ายโคตรสวย,0
ฝนตกเยอะะะมากกกกกก,0
หน้าหนาวนี้อย่าพลาดเพลงนะคะ.///////.ถ้ามันหนาวน่ะนะคะ,0
กูใส่กระโปรงเนตรฯเสื้อนร.ไปรึกันแม่ง=______=,0
"ไม่เปลี่ยนละ""ทรงผมพี่ไผ่""นิตัดแมร่งทั้งเทอมเลย555+อยากให้ตัดสั้นดีนัก^^",0
ใช้ได้หลายเดือนเลยแหละ~เจ็ดเรื่องใช่มั้ยหึ,0
กูเข้าใจนิยามของคำว่าผมสั้นแย้วววเท่าติ่งหูเลยค่ะแกชอบด่าดีนัก,0
ชวนเค้าด้วยนะเค้าจะไปแม่งทุกครั้งเลย,0
ครูที่เรียนพิเศษสอนได้ป่วยมากคุ้มกับราคาค่าคอร์สวันนี้ก็เลยไม่ไปเรียนแม่งเลย5555,0
หนูไม่อยากเรียนคาบ3เลย......หนูเบื่อครูสอนวิชานี้ที่สุดบ่นได้บ่นดีสั่งงานวันนี้ส่งวันนี้แต่ละงานที่สั่งก็ง่ายหลือเกิน,0
กินซุชิตอนทำเคมีนี่...อร่อยดีครับ...นั่งหาสมาการของวาซาบิเพลิน,0
ใช่ซี้ห้องเรามันห้องลูกเมียน้อยนี่!!!ณคาบป้าเหลียว,0
ไถข้างแม่ง555555,0
เราเอาบ้างบ๋อน้ำอุ่นน้ำเย็นนิ,0
ปิดเทอมเถอะกูจะทำสีผมแม่งจี้ดดดดแล้วไปเรียนพิเศษกับมัน55555,0
เดี๋ยวลูกจะเอาเท่าคิ้วเลยแม่,0
บอกจี๋ไว้ว่าพุ่งนี้จะจดโพยจีนใส่4แปะกระดาน,0
จากนี้คาบไหนเรียนสังคมเราจะนั่งวาดรูปทุกคาบ!!จะเอาไฮไลท์เขียนแทยอนเลิฟจียอนทุกหน้าด้วย!!!,0
ช่ายพอดีครูบอกอนุรักษ์วัฒนธรรมไทยด้วยนะคะ!,0
ครูขาให้อีกก็ได้นะค่ะการบ้านอ่ะค่ะ,0
คือแบบเวลาคุยโทรศัพท์ที่รรอะ,0
ละพวกเพื่อนก็จะพูดขึ้นมาว่ามึงบุหรี่ถุงยางตกพ่อมึงสิ55555ละก็ต้องมานั่งอธิบายให้แม่ฟังอะ,0
ไอ้พวกบอกว่าโสดแต่ถอดเสื้อครึ่งตัวมีคนถ่ายรูปให้คือร่ะ?,0
สงสารทีสิสรุ่นนี้งานส่งชนกันหมดไม่มีน้องไปช่วยน้องสายที่ว่างก็ไม่ไปช่วยเออกูมันน้องสายดีเด่นแห่งปี2สมัยซ้อน,0
เออชื่อกูมันยากตรงไหน,0
คนอื่นขึ้นเหนือ...ขอสวนกระแสลงใต้แต่บอกเลยแต่งเต็มยังกะขึ้นภู0องศา,0
การไม่มีเหล็กดัดฟันอยู่ในปากทำให้เรากินข้าวอร่อยขึ้น30%จิงๆอ๊าาาาาาอร่อยยยยยย,0
เป็นโรคก็บอกมาเดี๋ยวออกค่ารักษาสติให้นะไม่ต้องเกรงใจผมยินดีครับ--,0
อย่าไห่มีแฟนบ้างนะนี่จะชวนแฟนไปดูหนังทำตัวติดแฟนแม่งเลยใครชวนก็ไม่ไปไหนอ่ะจะยุกับแฟน,0
บ้านรวยบ้านรวยบ้านรวยบ้านรวยบ้านรวยบ้านรวยบ้านรวยบ้านรวย,0
ผู้ชายเป็นเพศที่บอบบางน่าทะนุถนอม,0
ทำไมเด็กสมัยนี้แรงจังอ่ะ^^,0
รับสมัครคนไปเที่ยวด้วยหลายอัตรา,0
อย่าให้กูมีแฟนนะมึงกูจะลืมเพื่อนแม่งให้หมด,0
โสดไม่โสดไม่รู้ลองคบดูดิแล้วจะรู้55,0
เป็นบทสนทนาที่น่ารักมาก555555,0
อ้อหออออออันดับ16ละยังไม่มีคนในความทรงจำเลยอ่อออออสงสัยจะติด1ใน5,0
20นาทีต่อ1เพลงโหยยโครตจะเร็วว,0
นับตั้งแต่วันนี้กูจะลืมทุกอย่าง,0
หายใจเข้าออกเป็นภาษาจีน..-_-,0
โอ้ว!ไม่ได้เปิดเฟสหลายวันรายการแจ้งเตือน1รายการ,0
ขอโทษนะก็ไม่ได้อยากอะไรนักหนาหรอก..แค่อยู่กับกูไม่นอนบ้างได้ไม๊ทีหลังถ้าจะนอนก็บอกจะไม่ไปกวน.,0
ขอบคุณที่มีเวลาให้เพื่อนอย่างเรามากเถอะ,0
สอบมิดเทอม2เสร็จเเล้วฮะน่าอิจฉาจริมๆ,0
วันนึงกินผัดไทหอยแแมลงภู่นิวซีแลนด์แหมให้ใหญ่มากกกกกกให้เยอะมากกกกกก,0
เธอยุ่งกับเค้าเราก็ยุ่งกับเค้า555555,0
มันน่าน้อยใจนะ555555,0
ยืนข้างกันไม่ได้นะเดี๋ยวผิดผี-3-,0
สุระนารีนี่คิดไรได้สร้างสรรค์จริงๆ-_-,0
คำถาม:หิวจำเป็นต้องรีของกินป่ะ?,0
เเม่กูบอกว่าฝนตก20เม็ด55555,0
อยากโดนลิมิตแดกอีกหนุกดีๆๆๆ,0
แล้วแต่ละวิชาเนื้อหาน้อยๆทั้งนั้นไง,0
คือเก่งแล้วไงเลยไม่อ่านหนังสือไง,0
อยู่แล้วสบายจายก็ไม่ต้องกลับ,0
ทั้งวันได้กินข้าวเช้ามื้อเดียวประหยัดค่าอาหารสัสๆ,0
จียงบางทีก็ไม่ต้องทำตามหมดก็ได้นะไอทีพูดไปตอนนั้นอ่ะ=______=;,0
เอ๋ออออทำเป็นเล่นตัวจะไม่รักแล่ว:3,0
คือตอนนี้หลงรักคนเชื้อเจ้าแต่อยากได้ตังทักษิณอ่า,0
บ้าเหรอหล่อจริงๆ555555,0
มองให้เป็นศิลปคงยากสำหรับเพราะสิ่งที่วาดออกมาโคตรศิลป์นะ><,0
ได้ข่าวยังทำเพลงกันอยู่เลยเมื่อคืนถ้าจะธ.ค.คงจะกลาง-ปลายเลยมั้งเนี่ยไม่ก็ม.ค.เลยมั้ยล่ะ?,0
น่าจะจัดวันสำคัญให้โจรใต้เป็นวันหยุดนักขันฤกษ์สักวันนะไหนๆก็ให้ตังค์มีความสำคัญขนาดนี้แล้วควรได้รับการสรรเสริญ,0
คำยินดีคำยินดีคำยินดีคำยินดีคำยินดีคำยินดีคำยินดีคำยินดีคำยินดีคำยินดีคำยินดีคำยินดี,0
แหมกูพึ่งเคยเล่นแท็ค140ตัวสนุกจังเลยอ่ะอ่ะอิอิอิอิ,0
คอมมาร์ตวันแรกคนน้อยเชียวแท็บเล็ตไม่น่าจะขายออกเด็กๆคงรอรับจากรัฐบาล,0
ทำไมบุรินทร์มันหล่อกว่าตูตรงไหน!,0
วันนี้ผมนอนคนเดียวครับ!ฝันดีสาวๆทุกคน,0
เล็บยังแอบแซมสีชมพูอีกนะโหแมนอ่ะ,0
ใครเป็นเคะเมนชั่นมาผมจะฟอลกลับเลยเอาดิ่,0
ฮนี้เป็นเพื่อนที่อายุเท่ากันฮ่ะๆๆๆๆๆๆพ่อเต่าไม่อยู่มีเพื่อนเพิ่มแม่มเลย,0
/มีความอดทนแค่ครึ่งชม.ยอดไปเรย(...),0
ขยันขนาดนี้คงได้เป็นพยาบาลดีเด่นแห่งปีแน่เลย,0
ในไลน์ใครสำคัญก็จะปักหมุดไว้อยู่อันดับๆต้นแต่ไม่รู้จะปักคนไหนก่อนดีสวยและรวยมาก,0
รู้สึกตัวเองไม่เคยเข็ดกับโรคกระเพาะกินข้าวเป็นเวลาขนาดนี้,0
ทะเลาะกะแม่งเอ้ยอยากทำยากไงหละกูจาก60นาทีเสดปาไป3ชม.ครั้งหน้าทำอะนิเมชั่นเลยปะหละ,0
ก็คนมันไม่ใช่อะต่อให้ตายแล้วเกิดใหม่ก็คงไม่ใช่อยู่ดี??,0
อยากเป็กนักแปลแต่ทำคะแนนได้แค่นี้ไปเป็นหีหมาดีกว่ามะ,0
ราชการนี่ต้องการนิติกรทุกหน่วยเลยแหะเดี๋ยวก็ไปต่อโทนิติซะเลย??????,0
รู้สึกตัวเองเป็นคนที่รักษาของดีมากเมื่อวานโทรศัพท์ตกน้ำวันนี้ตกพื้นต่ออออ~~~>~<,0
เป็นทุกอย่างให้เธอแล้ว(รุกรับโบทไบชายหญิง)แม้ว่าเธอไม่เคยเป็นอะไรกับฉันเลย,0
มากินๆๆๆเพิ่มน้ำหนักอีก5ขีดเองต้องถึง50ให้ได้ดิ--,0
ลางสังหรณ์ตัวเองนี่..แม่น!!จริงๆๆๆๆๆๆ,0
ทั้งออฟฟิสมีฉันคนเดียวค่ะวันนี้สบายมากเลยยยยยยอยู่คนเดียว,0
"มีความเสพคลิปน้ำเพลินๆเหลือบดูนาฬิกาตอนนี้ตี2แล้วค่ะต้องตื่น6โมงเช้านี่ก็ไม่รู้ว่าน้ำจะปลุกเรามั้ย?????""",0
พอสอบเสร็จก็รู้สึกว่างเนาะทำไรดีเรา??????555555,0
งานก็มีอ่านหนังสือสอบก็มาแต่ยังไม่ได้ทำอะไรเลยยยยความชิลโคตรคูล!!!!,0
แก้โค้ดมันส์มากคับ!!!เว็บโง่ๆแก้ชั่วโมงสองชั่วโมงก็เสร็จอื้ออตอแหล,0
พรุ่งนี้ก็ทำงานอีก...เย่~~ชีวิตดี,0
ชุดช่างเหมาะมาเซ็ลตรัสจริงๆๆๆ,0
โกเลียมากเลยหล่อจิงๆๆๆๆๆ,0
ถ้าให้กูแกะท่าเต้นนี้หอบแดกกูอ่ะง่ายกว่????,0
ว่างเป็นนอนการบ้านไม่ทำคืนนี้คงไม่ได้นอนนอนเยอะแล้วหนิสมมมมมมมม,0
ถ้าวันนี้อ่านไม่จบแซลมอนไม่ต้องแดก,0
ไม่ต้องนอนแล้วก็ได้เดี๋ยวก็เช้าและงทำไมถึงเป็นคนนอนไม่หลับ????,0
ช่วงที่ไม่สบายแบบนี้หนูน่าจะนอนพักผ่อนบ้าวนะ,0
เราไปเที่ยว1กันสักปีเนอะ,0
ใช่สิคนหน้าสิวทำไรก็ไม่ดีไม่น่ารักไม่สวย,0
เปิดฟังด้วยเสียงดังสุด.....,0
จะว่าไปก็ยังไม่ได้อ่านข่าวอ่านพวกเรื่องพรบ.เลย555555ใส่ใจกับสถานการณ์มาก,0
งานการไม่ทำคือดีอ่ะงขอก่อนอยากดูหนังให้จบนิดนึงงงง,0
เออคนอื่นดูถูกกูเองแหละที่ดูตัวเองผิด,0
รับทำงานให้เพื่อนเนื่องจากว่างคริ,0
เขียนละเอียดจังรู้งี้ต่อวิศวะดีกว่า...,0
บังคับเรียน143หน่วยเรียนจริง146หน่วยขยันจุงงงง,0
นี่ถ้าในข้อสอบมีเรื่องการติ่งเกาหลีกูคงไม่ต้องอบรม555,0
ผมสีม่วงแดงเคสฟ้าขาวเล็บดำขาวน่ารักจาดดดดดด??????,0
เลิฟยูเคมีฟิสิกส์,0
ถ้ารู้ว่าอะไรที่มันไม่ควรไม่ต้องทำบ้างก็ได้นะไม่มีใครเค้าว่าอะไรหรอก,0
เบื่อน่าฝันแต่ชอบบรรยากาศแมร่งเหงาดี555555-.-555555,0
อ่ออถึงว่าทำเกรดกูดีจังเพราะกูไม่แตะหนังสือนี่เอง,0
อย่าไปอ่านมันเลยหนังสือนะเด๋วทำข้อสอบได้,0
ถ้ารักเธอแล้วมันแย่จะกลับไปกอดแม่ละนะ,0
"อยากระเบิดหูไว้ผมยาวไว้หนวดใส่รองเท้าแตะเสื้อเกี่ยวอ้อยกางเกงขาดๆแล้วเดินคลุกฝุ่นปูน--""",0
ซื้อบ้านอยู่ญี่ปุ่นเลยเช๊อะ,0
ที่ย่นมีเวลาให้ตั้ง5ชม.ในการจับมือทุกคนกว่าหมื่นคนที่ไทยเธอจะยืนอยู่เฉยๆให้ฉ๊านมอง5นาทียังไม่มีเลย,0
ยู่ในช่วงเนื้อหอม555555เปลี่ยนดิสน่ะ,0
นอนไม่หลับดีนักหยิบวิจัยมาจดซะเลย,0
เขามีแฟนแล้ว555555,0
นั่งดู...นั่งฟัง...สาวๆร้องเพลง,0
ที่บอกความจริงคือมึงไม่คร์กูละ,0
ปีชงหรือว่าปีม้าทองกันแน่ว่ะเจอทั้งเรื่องงานเรื่องคนที่เข้ามาดีๆทั้งนั้น,0
วันนี้เป็นวันดีดีมากกโคตรดีดีสุดๆดีเยี่ยมเลย,0
ช่างเป็นปีใหม่ที่ฉายแววสดใสและเจิดจ้าเหลือเกินต้องฉลองปีใหม่อย่างมีความสุขแน่ๆเลยทีเดียวเชียวล่ะ,0
ชีวิตนี้ลำบากอะไรก็..ไปหมด??,0
ความรู้สึกผมมันเล็กเท่าช้อนชา,0
คือดีอ่ะดีจริงนองเหงาคนเดียว,0
ว่างมากกกกกจริงจริ๊ง,0
ตอนเด็กๆพ่อบอกเราชอบพูดภาษาต่างดาวพูดอะไรคนเดียวไม่ชอบให้มีคนมากอดแต่พอพาไปดูหนังผีปุ๊บก็ให้กอดทันที,0
;-;เฮ้อจะฟังเพลงนี้ซ้ำอีกซักพันรอบมั้ย!,0
ฉัตรสุดาฟันออกนอกหน้าและเรียงตัวสวยมากค่ะ,0
กูจัดรูปขนาดเท่ากันทุกหน้าเบยยย555555,0
เหนื่อยมั้ยวิ่งตามเขาน่ะเหนื่อยมั้ย,0
ขับรถไปนู่นนี่ละลายทรัพย์โอ้โห่ปริ่มเปรมสัสขอให้ได้เสียตังค์อ่ะ,0
ปวดท้องอีกเเล้ววเย้ๆดีใจมีความสุขจัง????,0
เห็นเพื่อนนักวิ่งไปวิ่งเวียดนามกันเยอรมันกันพรุ่งนี้สั่งแหนมเนืองมากินกับเบียร์ซะเลยดีมั้ย,0
ขนาดนี้แล้วขายบัตรพรุ่งนี้เลยมั้ยล่ะ?,0
ต้องพยายามชินกับกลิ่นบุหรี่หัวเตียงให้ได้ฮือจะฉีดน้ำหอมบนหมอนทุกวันก็ไม่ใช่เรื่อง??ดมจนจะไปซื้อมาดูดเองแล้วว้อยล้อเล่น,0
ชีวิตเราไม่ใช่ของเรามีเงินมีเวลามีเเรงเเต่ไปไหนไม่ได้ต้องหมดสิ้นทุกอย่างค่อยเสียดาย?,0
ถ้ามึงจะตอบกูข้ามวันขนาดนี้น้ะอย่าตอบกูเลยก็ได้น้ะ,0
นี่เป็นเมนรึกูแท้งลูก…??????,0
อยากมีกิ๊กชีวิตเหงาหงอยปล่าวเปลี่ยวเศร้าสร้อยเบื่อ,0
ไม่ขึ้นว่าครบกันไปเลยหละ??______,0
2วีคจ๊ะอย่าคัมแบ็คเลยบอกแล้วย้ายไปญี่ปุ่นเลยก็ได้นะ,0
หวัดเป็นได้เเค่นี้เองหรอวะกระจอก!!หนักกว่านี้มีอีกป่ะโธ่ถัง,0
เค้าบอกว่าความหนาวสะสมแหมมเมิงสะสมให้จนมีหิมะเลยมั้ย?,0
ก็ดีห่างกันให้หมดแล้วมากินกันเองในวงซะ5555+,0
บอกเลยวันนี้เหนื่อยเหนื่อยมากเหนื่อยโคตรเหนื่อยจิงๆ,0
ผมอยากแดกเกย์....อิจฉามันน่าตาดีกว่า(ผมไม่ใช่เกยนะ),0
แต่งหน้าโคตรหนาเลออออ~ขูดแป้งบนหน้านางไปทำสนามบาสกลางแจ้งได้หลายสนามเลย,0
เดี๋ยวพรุ่งนี้จะจัดทวิตลองเกอร์ให้ฟลว.อ่านกันให้ตาแฉะเลย,0
